Title,Slug,Score,Usage,Normalized_Usage,Average_Rating,Normalized_Rating,Bug_Count,Normalized_Bug_Count_Reverse_Scale,Consumption_Link
Predict Soccer Match Outcomes with BigQuery ML: Challenge Lab,gsp374-sports-analytics-pitch-perfect-bigquery-challenge-lab,1.6321182396100824,301,0.0013660272207018929,3.7787610619469025,0.7557522123893805,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP374&Created+Date=this+year+to+second
Secure Workloads in Google Kubernetes Engine: Challenge Lab,gsp335-k8s-security-challenge,1.2557555304546948,37857,0.17180628735585235,3.5447462154942118,0.7089492430988423,4,0.375,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP335&Created+Date=this+year+to+second
A Tour of Google Cloud Sustainability,gsp995-tour-google-cloud-sustainability,1.660271847386453,3615,0.01640594153766559,4.469329529243938,0.8938659058487876,1,0.75,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP995&Created+Date=this+year+to+second
Managing Vault Tokens,gsp1006-vault-tokens,1.7551452254852575,32,0.0001452254852573441,4.4,0.8800000000000001,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP1006&Created+Date=this+year+to+second
Create a Component Anomaly Detection Model using Visual Inspection AI,gsp895-create-a-component-model-using-visual-inspection-ai,1.7813225276495708,169,0.0007669720940153486,4.527777777777778,0.9055555555555556,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP895&Created+Date=this+year+to+second
Manage Data Models in Looker: Challenge Lab,gsp365-manage-data-models-in-looker-challenge-lab,1.601431336547744,158,0.0007170508334581365,3.6285714285714286,0.7257142857142858,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP365&Created+Date=this+year+to+second
TFX on Google Cloud Vertex Pipelines,gsp1023-tfx-on-google-cloud-vertex-pipelines,1.7700327273057332,508,0.0023054545784603375,4.463636363636364,0.8927272727272728,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP1023&Created+Date=this+year+to+second
Implementing Page Navigation in a Flutter Application,gsp1012-flutter-essentials-4,1.8148998909746707,353,0.001602018634245077,4.691489361702128,0.9382978723404255,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP1012&Created+Date=this+year+to+second
Monitor Environments with Managed Service for Prometheus: Challenge Lab,gsp364-monitor-environments-with-managed-service-for-prometheus-challenge-lab,1.9145106938471723,20318,0.09220910654558492,4.7365079365079366,0.9473015873015873,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP364&Created+Date=this+year+to+second
Build a Google Workspace Add-on with Node.js and Cloud Run,gsp953-build-a-workspace-add-on-with-nodejs-cloud-run,1.5373376695768985,563,0.0025550608812463975,3.9239130434782608,0.7847826086956522,1,0.75,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP953&Created+Date=this+year+to+second
Connected Sheets: Qwik Start,gsp870-connected-sheets-qwikstart,1.7999513127142863,1598,0.007252197670038621,4.588495575221239,0.9176991150442477,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP870&Created+Date=this+year+to+second
Getting Started with Elasticsearch on Google Cloud,gsp817-elasticsearch-on-gcp,1.6542390654805639,204,0.0009258124685155686,3.891566265060241,0.7783132530120482,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP817&Created+Date=this+year+to+second
BigLake: Qwik Start,gsp1040-create-and-manage-biglake-tables,1.706033646783219,441,0.0020013887187027733,4.145161290322581,0.8290322580645162,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP1040&Created+Date=this+year+to+second
Collect Metrics from Exporters using the Managed Service for Prometheus,gsp1026-use-the-managed-service-for-prometheus-to-collect-from-exporters,1.6880030296370205,242,0.0010982677322586647,4.059523809523809,0.8119047619047619,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP1026&Created+Date=this+year+to+second
4 In A Row Game Development with Google Cloud + Unity,gsp700-4-in-a-row-game-development-with-google-cloud-unity,1.6643945788811614,334,0.001515791002373529,3.9393939393939394,0.7878787878787878,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP700&Created+Date=this+year+to+second
Merging Results from Different Explores in Looker,gsp856-merging-explores-looker,1.839747812194554,5694,0.025841059782978664,4.694533762057878,0.9389067524115756,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP856&Created+Date=this+year+to+second
Working with Onscreen Data in a Flutter Application,gsp1011-flutter-essentials-3,1.8029364579771106,323,0.001465869741816317,4.632352941176471,0.9264705882352942,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP1011&Created+Date=this+year+to+second
Rate Limiting with Cloud Armor,gsp975-rate-limiting-with-cloud-armor,1.732454021505152,4221,0.019156149164726546,4.191489361702128,0.8382978723404255,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP975&Created+Date=this+year+to+second
Google Cloud Confidential Computing: Qwik Start,gsp1028-confidential-computing-qwikstart,1.8020996564509613,683,0.003099656450961438,4.62,0.924,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP1028&Created+Date=this+year+to+second
Build a Two Screen Flutter Application,gsp1010-flutter-essentials-2,1.7935070893379526,422,0.0019151610868312252,4.582959641255606,0.9165919282511211,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP1010&Created+Date=this+year+to+second
Using Prometheus for Monitoring on Google Cloud: Qwik Start,gsp1024-using-prometheus-for-monitoring-on-google-cloud-qwik-start,1.6782218739676869,420,0.0019060844940026413,4.631578947368421,0.9263157894736842,1,0.75,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP1024&Created+Date=this+year+to+second
Creating a Looker Modeled Query and Working with Quick Start,gsp984-building-explores-quick-start,1.7870444434312434,348,0.001579327152173617,4.5523255813953485,0.9104651162790697,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP984&Created+Date=this+year+to+second
Using Memorystore for Redis Read Replicas to Improve Read Performance,gsp941-using-memorystore-for-redis-read-replicas-to-improve-read-performance,1.7980175262524238,525,0.0023826056175033014,4.603174603174603,0.9206349206349206,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP941&Created+Date=this+year+to+second
Filtering and Sorting Data in Looker,gsp855-filter-and-sort-data-in-looker,1.7873482439840138,8541,0.038761589674468,4.367933271547729,0.8735866543095459,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP855&Created+Date=this+year+to+second
Dart: Using Functions with Lists and Maps,gsp1015-dart-essentials-3,1.8037787945950323,285,0.0012934144780732209,4.637426900584796,0.9274853801169591,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP1015&Created+Date=this+year+to+second
Memorystore: Qwik Start,gsp940-memorystore-qwik-start,1.7636840054344036,400,0.0018153185657168013,4.434343434343434,0.8868686868686868,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP940&Created+Date=this+year+to+second
Cloud Network Security with Cloud IDS and VM-Series,gsp996-cloud-network-security-with-cloud-ids-and-vm-series,1.854777084219302,4185,0.018992770493812032,4.803921568627451,0.9607843137254901,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP996&Created+Date=this+year+to+second
Configuring Network Connectivity Center as a Transit Hub,gsp911-configuring-network-connectivity-center-as-a-transit-hub,1.5769426269793874,1768,0.008023708060468262,4.094594594594595,0.818918918918919,1,0.75,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP911&Created+Date=this+year+to+second
Build LookML Objects in Looker: Challenge Lab,gsp361-building-lookml-objects-in-looker-challenge-lab,1.324609139221319,934,0.004238768850948731,2.8518518518518516,0.5703703703703703,1,0.75,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP361&Created+Date=this+year+to+second
Connect an App to a Cloud SQL for PostgreSQL Instance,gsp919-connect-gke-app-to-cloudsql-for-postgresql,1.7853426518522708,245,0.0011118826215015408,4.546153846153846,0.9092307692307692,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP919&Created+Date=this+year+to+second
Debugging Applications for Site Reliability Engineers,gsp989-debugging-applications-for-site-reliability-engineers,1.687071930347877,323,0.001465869741816317,4.053030303030303,0.8106060606060606,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP989&Created+Date=this+year+to+second
Building a Fraud Detection Model with Vertex AI AutoML,gsp923-fraud-detection-with-automl,1.6634249494680005,4013,0.018212183510553807,3.851063829787234,0.7702127659574468,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP923&Created+Date=this+year+to+second
Securing and Rate Limiting API calls using API Gateway,gsp882-securing-and-rate-limiting-apis,1.7809027046241335,2428,0.011018983693900983,4.474418604651163,0.8948837209302326,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP882&Created+Date=this+year+to+second
Looker Functions and Operators,gsp857-advanced-functions-in-looker,1.5624945669878765,7730,0.035081031282477186,4.512067678526996,0.9024135357053993,2,0.625,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP857&Created+Date=this+year+to+second
Introduction to Dart,gsp1013-dart-essentials-1,1.6760273978968108,546,0.0024779098422034337,4.617747440273037,0.9235494880546075,1,0.75,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP1013&Created+Date=this+year+to+second
Form Parsing Using Document AI,gsp827-form-parsing-using-document-ai,1.658239664121909,1627,0.007383808266053089,3.879279279279279,0.7758558558558558,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP827&Created+Date=this+year+to+second
Protect and Recover Compute Engine Instances with Actifio GO,gsp930-protect-and-recover-gce-instances-with-actifio-go,1.8521376600985284,8087,0.036701203102379426,4.702182284980744,0.9404364569961489,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP930&Created+Date=this+year+to+second
Develop and Secure APIs with Apigee X: Challenge Lab,gsp363-develop-and-secure-apis-with-apigee-x-challenge-lab,1.7919843847167336,2686,0.01218986416878832,4.523972602739726,0.9047945205479453,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP363&Created+Date=this+year+to+second
Getting started with Certificate Authority Service: Qwik Start,gsp916-certificate-authority-service,1.6567961808500802,23981,0.10883288631113652,4.614816472694718,0.9229632945389437,2,0.625,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP916&Created+Date=this+year+to+second
Measure Site Reliability using Cloud Operations Suite: Challenge Lab,gsp356-measure-site-reliability-using-cloud-operations-challenge,1.6964133645668051,271,0.0012298783282731329,4.10091743119266,0.820183486238532,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP356&Created+Date=this+year+to+second
Palo Alto Networks: VM-Series Network Tags and TCP/UDP Internal Load Balancing,gsp1022-palo-alto-networks-vm-series-network-tags-and-tcp-udp-internal-load-balancing,1.8000874132237368,352,0.0015974803378307851,4.617449664429531,0.9234899328859061,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP1022&Created+Date=this+year+to+second
Configure Replication and Enable Point-in-Time-Recovery for Cloud SQL for PostgreSQL,gsp922-configure-replication-and-enable-point-in-time-recovery-for-outline-sql-for-postgresql,1.8033939053602126,281,0.001275261292416053,4.635593220338983,0.9271186440677965,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP922&Created+Date=this+year+to+second
BigQuery Soccer Data Ingestion,gsp848-bigquery-data-ingestion,1.820601883234796,2609,0.011840415344887835,4.6688073394495415,0.9337614678899083,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP848&Created+Date=this+year+to+second
Dart: Introducing Class Abstraction,gsp1016-essentials-4,1.7906035943412533,254,0.0011527272892301688,4.572254335260116,0.9144508670520232,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP1016&Created+Date=this+year+to+second
Using Google Cloud Services with Apigee X,gsp845-using-google-cloud-services-with-apigee-x,1.6614974961107263,285,0.0012934144780732209,4.551020408163265,0.9102040816326531,1,0.75,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP845&Created+Date=this+year+to+second
Classify Images of Cats and Dogs using Transfer Learning,gsp900-transfer-learning-and-fine-tuning,1.6987286978281362,1701,0.007719642200710697,4.705045278137128,0.9410090556274255,1,0.75,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP900&Created+Date=this+year+to+second
Optimizing Performance of LookML Queries,gsp985-improving-query-performance-with-pdts,1.6118099086494324,334,0.001515791002373529,4.301470588235294,0.8602941176470589,1,0.75,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP985&Created+Date=this+year+to+second
Protect and Recover Microsoft SQL Server with Actifio,gsp945-protect-and-recover-microsoft-sql-with-actifio,1.8247524843978435,1336,0.006063164009494116,4.718446601941747,0.9436893203883494,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP945&Created+Date=this+year+to+second
GKE Autopilot: Qwik Start,gsp957-gke-autopilot-qwik-start,1.5429672632514777,3702,0.016800773325708996,4.505832449628844,0.9011664899257689,2,0.625,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP957&Created+Date=this+year+to+second
Migrate to Cloud SQL for PostgreSQL using Database Migration Service,gsp918-migrate-postgresql-databases-on-cloud-sql,1.7758750679290611,525,0.0023826056175033014,4.492462311557789,0.8984924623115578,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP918&Created+Date=this+year+to+second
Manage PostgreSQL Databases on Cloud SQL: Challenge Lab,gsp355-manage-postgresql-databases-on-cloud-sql-challenge-lab,1.6367024926816773,251,0.0011391123999872927,3.8028169014084505,0.7605633802816901,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP355&Created+Date=this+year+to+second
Block.one: Creating a Multi Node EOSIO Blockchain,gsp991-block-one-creating-a-multi-node-eosio-blockchain,1.7957715103904295,170,0.0007715103904296405,4.6,0.9199999999999999,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP991&Created+Date=this+year+to+second
Securing APIs with Apigee X,gsp844-securing-apis-with-apigee-x,1.5979892691498487,729,0.0033084180860188704,4.223404255319149,0.8446808510638298,1,0.75,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP844&Created+Date=this+year+to+second
Flutter Qwik Start,gsp1009-flutter-essentials-1,1.8287835126270675,686,0.0031132713402043143,4.753351206434316,0.9506702412868633,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP1009&Created+Date=this+year+to+second
Using Custom Fields in Looker Explores,gsp983-using-custom-fields-in-looker-explores,1.3742772641504526,2329,0.010569692348886075,4.318537859007833,0.8637075718015665,3,0.5,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP983&Created+Date=this+year+to+second
Cloud SQL for SQL Server: Qwik Start,gsp871-cloud-sql-for-sql-server-qwikstart,1.5900178957547053,692,0.003140501118690066,3.5593869731800765,0.7118773946360153,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP871&Created+Date=this+year+to+second
Using the Vision API with C#,gsp251-using-the-vision-api-with-c,1.8203566019799253,273,0.0012389549211017168,4.720588235294118,0.9441176470588235,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP251&Created+Date=this+year+to+second
Measuring and Improving Speech Accuracy,gsp758-measuring-improving-speech-accuracy,1.6690455819326122,1147,0.005205425987192928,4.569200779727096,0.9138401559454191,1,0.75,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP758&Created+Date=this+year+to+second
Deploying Redis Enterprise for GKE and Serverless App on Anthos Bare Metal,gsp938-deploying-redis-enterprise-for-gke-and-serverless-app-on-anthos-bm-on-gce,1.6369095299105145,4171,0.018929234344011944,4.3399014778325125,0.8679802955665025,1,0.75,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP938&Created+Date=this+year+to+second
Create a Cosmetic Anomaly Detection Model using Visual Inspection AI,gsp897-create-a-cosmetic-model-using-visual-inspection-ai,1.7793980630550903,153,0.0006943593513866765,4.518518518518518,0.9037037037037037,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP897&Created+Date=this+year+to+second
Detect Manufacturing Defects using Visual Inspection AI: Challenge Lab,gsp366-detect-manufacturing-defects-using-vi-ai-challenge-lab,1.7553131424525863,69,0.0003131424525861482,4.4,0.8800000000000001,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP366&Created+Date=this+year+to+second
Troubleshooting Data Models in Looker,gsp1019-troubleshooting-data-models-in-looker,1.4951887652691414,195,0.0008849678007869406,3.721518987341772,0.7443037974683544,1,0.75,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP1019&Created+Date=this+year+to+second
Implement the User Experience for your AppSheet App,gsp1029-implement-user-experience-appsheet-app,1.7961073443250872,244,0.0011073443250872487,4.6,0.9199999999999999,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP1029&Created+Date=this+year+to+second
Build a Project Tracking App with AppSheet,gsp969-build-project-tracking-app-appsheet,1.7842228394305346,196,0.0008895060972012326,4.541666666666667,0.9083333333333334,0,0.875,https://qwiklabs.looker.com/dashboards/1227?Slug+Tag=GSP969&Created+Date=this+year+to+second
